StartTime,FinishTime,Status,Error,CT,Barcode,ProductType,Description,SPC,AB-fin up surface profile,J-pedestal flatness,O-inner standoff profile,SPEC,SPEC-AB,UpLimit-AB,DownLimit-AB,SPEC-J,UpLimit-J,DownLimit-J,SPEC-O,UpLimit-O,DownLimit-O,RawUp,up,up,up,up,RawDown,ped1,ped1,ped1,ped1,ped1,inner,inner,inner,inner,RawUpSTATUS,up,up,up,up,RawDownSTATUS,ped1,ped1,ped1,ped1,ped1,inner,inner,inner,inner,RawUpGT,up,up,up,up,RawDownGT,ped1,ped1,ped1,ped1,ped1,inner,inner,inner,inner,
20180913-160608,20180913-160648,NG,|上表面轮廓度 -70.481 超差|下表面轮廓度 -6.000 超差|内螺柱轮廓度 0.207 超差|外螺柱轮廓度 6.059 超差|,39.80,F6R834200A6K93WDT,A117WithFin,LeftStation,SPC,-70.481,0.026,-6.000,0.207,6.059,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.555,-71.371,-71.355,-71.530,-71.580,-71.533,-71.493,-71.539,RawDown,-0.128,-0.079,-0.230,-0.261,-0.153,-6.076,-6.064,-6.067,-6.097,-6.074,-0.054,-0.054,-0.120,-0.134,5.321,5.262,5.310,5.279,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.060,3.257,3.238,3.031,3.179,3.284,3.242,3.135,RawDownGT,2.712,2.729,2.740,2.741,2.752,2.813,2.738,3.307,3.363,3.058,2.634,2.575,2.813,2.858,2.662,3.434,3.383,2.521,
20180913-160702,20180913-160742,NG,|上表面轮廓度 -71.009 超差|下表面轮廓度 -5.953 超差|内螺柱轮廓度 0.174 超差|外螺柱轮廓度 5.544 超差|,39.80,F6R8342008ZK93WD6,A117WithFin,LeftStation,SPC,-71.009,0.028,-5.953,0.174,5.544,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.512,-71.216,-71.399,-71.565,-71.388,-71.338,-71.483,-71.531,RawDown,-0.166,-0.179,-0.201,-0.169,-0.203,-6.100,-6.125,-6.081,-6.042,-6.102,-0.057,-0.155,-0.171,0.000,5.367,5.347,5.237,5.192,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.017,3.102,3.282,3.066,2.987,3.090,3.232,3.127,RawDownGT,2.674,2.629,2.769,2.832,2.702,2.789,2.677,3.293,3.418,3.030,2.631,2.474,2.762,2.992,2.707,3.519,3.310,2.433,
20180913-160754,20180913-160834,NG,|上表面轮廓度 -71.050 超差|下表面轮廓度 -5.893 超差|内螺柱轮廓度 0.191 超差|外螺柱轮廓度 5.654 超差|,39.92,F6R8342003VK93WDR,A117WithFin,LeftStation,SPC,-71.050,0.037,-5.893,0.191,5.654,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.657,-71.444,-71.451,-71.518,-71.630,-71.565,-71.521,-71.542,RawDown,-0.223,-0.165,-0.235,-0.220,-0.196,-6.110,-6.059,-6.035,-6.097,-6.101,-0.121,0.034,-0.093,-0.141,5.251,5.281,5.343,5.293,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.162,3.330,3.333,3.019,3.229,3.317,3.270,3.138,RawDownGT,2.617,2.643,2.735,2.782,2.709,2.779,2.743,3.339,3.363,3.031,2.567,2.663,2.840,2.851,2.592,3.453,3.416,2.534,
20180913-160848,20180913-160928,NG,|上表面轮廓度 -71.145 超差|凸台平面度 0.085 超差|下表面轮廓度 -5.995 超差|内螺柱轮廓度 0.249 超差|外螺柱轮廓度 5.670 超差|,39.90,F6R8342005DK93WD1,A117WithFin,LeftStation,SPC,-71.145,0.085,-5.995,0.249,5.670,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.478,-71.295,-71.439,-71.548,-71.536,-71.482,-71.534,-71.567,RawDown,-0.302,-0.198,-0.238,-0.173,-0.188,-6.047,-6.047,-6.048,-6.082,-6.062,-0.031,-0.040,-0.087,-0.105,5.367,5.276,5.337,5.334,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.983,3.181,3.322,3.049,3.134,3.233,3.283,3.163,RawDownGT,2.538,2.610,2.732,2.829,2.717,2.842,2.755,3.326,3.378,3.069,2.657,2.589,2.846,2.887,2.707,3.448,3.410,2.576,
20180913-160943,20180913-161023,NG,|上表面轮廓度 -71.124 超差|下表面轮廓度 -6.285 超差|内螺柱轮廓度 0.203 超差|外螺柱轮廓度 5.653 超差|,39.83,F6R8346000SK93WDZ,A117WithFin,LeftStation,SPC,-71.124,0.039,-6.285,0.203,5.653,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.591,-71.462,-71.612,-71.528,-71.565,-71.478,-71.575,-71.561,RawDown,-0.232,-0.243,-0.184,-0.130,-0.225,-6.155,-5.978,-6.005,-6.187,-6.032,-0.170,-0.106,-0.055,-0.066,5.210,5.395,5.382,5.304,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.096,3.348,3.494,3.029,3.163,3.229,3.324,3.157,RawDownGT,2.608,2.566,2.786,2.872,2.680,2.734,2.824,3.369,3.273,3.099,2.518,2.523,2.878,2.926,2.551,3.568,3.455,2.545,
20180913-161038,20180913-161118,NG,|上表面轮廓度 -71.122 超差|凸台平面度 0.049 超差|下表面轮廓度 -5.929 超差|内螺柱轮廓度 0.160 超差|外螺柱轮廓度 5.584 超差|,39.87,F6R8346008YK93WD3,A117WithFin,LeftStation,SPC,-71.122,0.049,-5.929,0.160,5.584,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.413,-71.304,-71.473,-71.517,-71.461,-71.416,-71.530,-71.532,RawDown,-0.215,-0.164,-0.211,-0.166,-0.164,-6.032,-6.089,-6.106,-6.068,-6.099,-0.027,-0.084,-0.126,-0.098,5.395,5.320,5.271,5.292,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.917,3.190,3.355,3.018,3.060,3.168,3.279,3.128,RawDownGT,2.625,2.644,2.759,2.836,2.741,2.857,2.713,3.268,3.392,3.032,2.661,2.545,2.807,2.894,2.735,3.492,3.344,2.534,
20180913-161129,20180913-161209,NG,|上表面轮廓度 -70.721 超差|凸台平面度 0.045 超差|下表面轮廓度 -5.944 超差|内螺柱轮廓度 0.218 超差|外螺柱轮廓度 5.934 超差|,39.83,F6R8346009PK93WD9,A117WithFin,LeftStation,SPC,-70.721,0.045,-5.944,0.218,5.934,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.504,-71.383,-71.444,-71.509,-71.538,-71.537,-71.543,-71.575,RawDown,-0.240,-0.146,-0.263,-0.276,-0.207,-6.083,-6.070,-6.082,-6.070,-6.084,-0.061,-0.063,-0.126,-0.130,5.333,5.320,5.288,5.308,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.009,3.269,3.326,3.010,3.137,3.289,3.292,3.171,RawDownGT,2.600,2.662,2.707,2.726,2.698,2.806,2.733,3.292,3.390,3.047,2.627,2.566,2.807,2.862,2.674,3.492,3.361,2.550,
20180913-161224,20180913-161304,NG,|上表面轮廓度 -71.087 超差|下表面轮廓度 -6.203 超差|内螺柱轮廓度 0.251 超差|外螺柱轮廓度 5.704 超差|,39.80,F6R8342001DK93WDD,A117WithFin,LeftStation,SPC,-71.087,0.016,-6.203,0.251,5.704,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.635,-71.526,-71.307,-71.518,-71.597,-71.562,-71.444,-71.516,RawDown,-0.186,-0.279,-0.223,-0.143,-0.195,-6.045,-6.052,-6.055,-6.129,-6.076,-0.003,-0.082,-0.084,-0.121,5.377,5.224,5.310,5.304,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.139,3.412,3.190,3.019,3.195,3.313,3.193,3.112,RawDownGT,2.654,2.529,2.747,2.859,2.710,2.844,2.750,3.319,3.331,3.056,2.685,2.547,2.849,2.871,2.718,3.396,3.383,2.545,
20180913-161316,20180913-161357,NG,|上表面轮廓度 -71.182 超差|凸台平面度 0.044 超差|下表面轮廓度 -5.914 超差|外螺柱轮廓度 5.541 超差|,40.93,F6R8342004EK93WD3,A117WithFin,LeftStation,SPC,-71.182,0.044,-5.914,0.145,5.541,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.450,-71.509,-71.483,-71.566,-71.563,-71.600,-71.591,-71.599,RawDown,-0.289,-0.260,-0.289,-0.234,-0.245,-6.114,-6.101,-6.036,-6.117,-6.095,-0.138,-0.143,-0.143,-0.200,5.236,5.270,5.310,5.235,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.955,3.395,3.365,3.067,3.161,3.352,3.340,3.195,RawDownGT,2.551,2.548,2.681,2.768,2.660,2.775,2.701,3.338,3.343,3.037,2.550,2.486,2.790,2.792,2.577,3.443,3.383,2.477,
20180913-161407,20180913-161447,NG,|上表面轮廓度 -71.258 超差|凸台平面度 0.046 超差|下表面轮廓度 -5.969 超差|内螺柱轮廓度 0.205 超差|外螺柱轮廓度 5.648 超差|,39.86,F6R8346004CK93WD1,A117WithFin,LeftStation,SPC,-71.258,0.046,-5.969,0.205,5.648,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.719,-71.524,-71.490,-71.533,-71.656,-71.604,-71.572,-71.581,RawDown,-0.324,-0.245,-0.259,-0.247,-0.246,-6.116,-6.087,-6.087,-6.080,-6.115,-0.120,-0.124,-0.163,-0.147,5.293,5.329,5.260,5.253,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.223,3.410,3.373,3.034,3.254,3.356,3.321,3.177,RawDownGT,2.516,2.563,2.711,2.755,2.659,2.773,2.715,3.287,3.380,3.016,2.568,2.505,2.770,2.845,2.634,3.502,3.333,2.495,
20180913-161501,20180913-161541,NG,|上表面轮廓度 -70.499 超差|下表面轮廓度 -6.001 超差|内螺柱轮廓度 0.207 超差|外螺柱轮廓度 6.050 超差|,39.86,F6R834200A6K93WDT,A117WithFin,LeftStation,SPC,-70.499,0.030,-6.001,0.207,6.050,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.562,-71.371,-71.359,-71.530,-71.580,-71.536,-71.496,-71.538,RawDown,-0.129,-0.077,-0.228,-0.255,-0.148,-6.072,-6.064,-6.068,-6.094,-6.073,-0.051,-0.052,-0.116,-0.128,5.326,5.269,5.310,5.277,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.067,3.257,3.241,3.031,3.178,3.287,3.245,3.134,RawDownGT,2.711,2.731,2.742,2.746,2.757,2.817,2.738,3.306,3.366,3.059,2.637,2.577,2.817,2.864,2.666,3.442,3.383,2.519,
20180913-161555,20180913-161634,NG,|上表面轮廓度 -70.988 超差|下表面轮廓度 -5.950 超差|内螺柱轮廓度 0.179 超差|外螺柱轮廓度 5.555 超差|,39.84,F6R8342008ZK93WD6,A117WithFin,LeftStation,SPC,-70.988,0.029,-5.950,0.179,5.555,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.528,-71.207,-71.383,-71.562,-71.398,-71.338,-71.473,-71.521,RawDown,-0.173,-0.177,-0.198,-0.175,-0.205,-6.112,-6.118,-6.067,-6.045,-6.102,-0.065,-0.151,-0.162,-0.005,5.352,5.345,5.250,5.199,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.033,3.093,3.266,3.063,2.997,3.090,3.222,3.117,RawDownGT,2.667,2.632,2.772,2.827,2.700,2.777,2.685,3.307,3.415,3.029,2.623,2.478,2.771,2.987,2.692,3.518,3.323,2.441,
20180913-161645,20180913-161725,NG,|上表面轮廓度 -71.079 超差|下表面轮廓度 -5.891 超差|内螺柱轮廓度 0.201 超差|外螺柱轮廓度 5.628 超差|,39.80,F6R8342003VK93WDR,A117WithFin,LeftStation,SPC,-71.079,0.040,-5.891,0.201,5.628,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.660,-71.442,-71.454,-71.521,-71.629,-71.565,-71.522,-71.544,RawDown,-0.225,-0.165,-0.232,-0.213,-0.190,-6.101,-6.058,-6.035,-6.096,-6.098,-0.116,0.040,-0.088,-0.131,5.263,5.282,5.346,5.292,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.165,3.328,3.337,3.022,3.227,3.317,3.271,3.140,RawDownGT,2.615,2.643,2.738,2.789,2.715,2.788,2.744,3.339,3.364,3.034,2.572,2.669,2.845,2.861,2.604,3.454,3.419,2.534,
20180913-161737,20180913-161817,NG,|上表面轮廓度 -71.144 超差|凸台平面度 0.088 超差|下表面轮廓度 -6.003 超差|内螺柱轮廓度 0.251 超差|外螺柱轮廓度 5.677 超差|,39.81,F6R8342005DK93WD1,A117WithFin,LeftStation,SPC,-71.144,0.088,-6.003,0.251,5.677,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.478,-71.291,-71.437,-71.545,-71.534,-71.481,-71.532,-71.563,RawDown,-0.302,-0.197,-0.236,-0.169,-0.182,-6.043,-6.045,-6.046,-6.081,-6.061,-0.028,-0.033,-0.080,-0.098,5.375,5.284,5.347,5.340,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.983,3.177,3.319,3.046,3.133,3.233,3.281,3.159,RawDownGT,2.538,2.612,2.734,2.833,2.723,2.846,2.757,3.328,3.379,3.070,2.660,2.596,2.853,2.894,2.715,3.456,3.420,2.582,
20180913-161828,20180913-161908,NG,|上表面轮廓度 -71.120 超差|下表面轮廓度 -6.290 超差|内螺柱轮廓度 0.204 超差|外螺柱轮廓度 5.635 超差|,39.86,F6R8346000SK93WDZ,A117WithFin,LeftStation,SPC,-71.120,0.040,-6.290,0.204,5.635,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.591,-71.462,-71.613,-71.526,-71.556,-71.470,-71.575,-71.557,RawDown,-0.241,-0.242,-0.184,-0.130,-0.226,-6.171,-5.977,-6.007,-6.189,-6.033,-0.169,-0.106,-0.056,-0.064,5.214,5.398,5.382,5.288,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.095,3.348,3.495,3.027,3.155,3.222,3.324,3.153,RawDownGT,2.599,2.567,2.786,2.872,2.679,2.718,2.826,3.367,3.271,3.098,2.519,2.523,2.877,2.928,2.554,3.570,3.455,2.529,
20180913-161921,20180913-162001,NG,|上表面轮廓度 -71.117 超差|凸台平面度 0.050 超差|下表面轮廓度 -5.930 超差|内螺柱轮廓度 0.160 超差|外螺柱轮廓度 5.591 超差|,39.84,F6R8346008YK93WD3,A117WithFin,LeftStation,SPC,-71.117,0.050,-5.930,0.160,5.591,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.409,-71.296,-71.469,-71.516,-71.460,-71.413,-71.528,-71.533,RawDown,-0.216,-0.164,-0.211,-0.165,-0.163,-6.031,-6.088,-6.104,-6.068,-6.099,-0.028,-0.084,-0.120,-0.090,5.400,5.328,5.283,5.295,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.913,3.182,3.351,3.017,3.059,3.164,3.277,3.129,RawDownGT,2.624,2.644,2.759,2.836,2.742,2.858,2.714,3.270,3.392,3.032,2.660,2.545,2.813,2.902,2.741,3.500,3.356,2.536,
20180913-162011,20180913-162051,NG,|上表面轮廓度 -70.733 超差|凸台平面度 0.048 超差|下表面轮廓度 -5.948 超差|内螺柱轮廓度 0.216 超差|外螺柱轮廓度 5.917 超差|,39.86,F6R8346009PK93WD9,A117WithFin,LeftStation,SPC,-70.733,0.048,-5.948,0.216,5.917,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.504,-71.376,-71.442,-71.512,-71.536,-71.536,-71.543,-71.572,RawDown,-0.241,-0.143,-0.257,-0.271,-0.200,-6.077,-6.067,-6.082,-6.070,-6.086,-0.063,-0.060,-0.126,-0.127,5.331,5.318,5.290,5.308,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.008,3.262,3.325,3.013,3.134,3.287,3.292,3.168,RawDownGT,2.599,2.665,2.713,2.730,2.705,2.812,2.735,3.292,3.390,3.046,2.625,2.569,2.807,2.865,2.671,3.491,3.363,2.550,
20180913-162102,20180913-162142,NG,|上表面轮廓度 -71.090 超差|下表面轮廓度 -6.204 超差|内螺柱轮廓度 0.253 超差|外螺柱轮廓度 5.704 超差|,39.81,F6R8342001DK93WDD,A117WithFin,LeftStation,SPC,-71.090,0.018,-6.204,0.253,5.704,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.636,-71.527,-71.307,-71.520,-71.594,-71.561,-71.444,-71.516,RawDown,-0.183,-0.278,-0.221,-0.140,-0.191,-6.045,-6.052,-6.056,-6.125,-6.073,-0.001,-0.080,-0.086,-0.120,5.378,5.222,5.310,5.304,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.140,3.413,3.189,3.021,3.193,3.312,3.193,3.112,RawDownGT,2.657,2.531,2.749,2.862,2.714,2.844,2.751,3.318,3.335,3.059,2.687,2.549,2.847,2.872,2.719,3.395,3.383,2.546,
20180913-162154,20180913-162234,NG,|上表面轮廓度 -71.176 超差|凸台平面度 0.053 超差|下表面轮廓度 -5.933 超差|内螺柱轮廓度 0.151 超差|外螺柱轮廓度 5.538 超差|,39.81,F6R8342004EK93WD3,A117WithFin,LeftStation,SPC,-71.176,0.053,-5.933,0.151,5.538,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.461,-71.518,-71.488,-71.563,-71.563,-71.607,-71.591,-71.597,RawDown,-0.297,-0.259,-0.286,-0.233,-0.239,-6.111,-6.096,-6.036,-6.126,-6.098,-0.141,-0.137,-0.139,-0.200,5.233,5.256,5.313,5.240,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.965,3.404,3.370,3.064,3.162,3.359,3.340,3.193,RawDownGT,2.543,2.549,2.684,2.769,2.666,2.778,2.707,3.338,3.334,3.033,2.547,2.492,2.794,2.792,2.574,3.428,3.386,2.482,
20180913-162246,20180913-162326,NG,|上表面轮廓度 -71.261 超差|凸台平面度 0.054 超差|下表面轮廓度 -5.975 超差|内螺柱轮廓度 0.211 超差|外螺柱轮廓度 5.653 超差|,39.83,F6R8346004CK93WD1,A117WithFin,LeftStation,SPC,-71.261,0.054,-5.975,0.211,5.653,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.719,-71.525,-71.490,-71.531,-71.655,-71.603,-71.569,-71.579,RawDown,-0.329,-0.242,-0.259,-0.247,-0.240,-6.111,-6.084,-6.085,-6.077,-6.114,-0.119,-0.120,-0.160,-0.147,5.291,5.329,5.262,5.256,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.224,3.411,3.373,3.032,3.253,3.355,3.318,3.175,RawDownGT,2.511,2.566,2.711,2.755,2.665,2.778,2.719,3.289,3.383,3.017,2.569,2.509,2.773,2.845,2.632,3.501,3.335,2.497,
20180913-162340,20180913-162420,NG,|上表面轮廓度 -70.514 超差|下表面轮廓度 -6.006 超差|内螺柱轮廓度 0.205 超差|外螺柱轮廓度 6.045 超差|,39.81,F6R834200A6K93WDT,A117WithFin,LeftStation,SPC,-70.514,0.033,-6.006,0.205,6.045,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.557,-71.376,-71.358,-71.533,-71.578,-71.534,-71.493,-71.537,RawDown,-0.129,-0.074,-0.224,-0.251,-0.144,-6.066,-6.064,-6.066,-6.093,-6.071,-0.049,-0.051,-0.116,-0.127,5.331,5.273,5.312,5.276,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.062,3.262,3.241,3.034,3.177,3.286,3.242,3.133,RawDownGT,2.711,2.735,2.746,2.750,2.761,2.823,2.738,3.308,3.367,3.060,2.639,2.578,2.817,2.865,2.671,3.446,3.385,2.517,
20180913-162431,20180913-162512,NG,|上表面轮廓度 -70.992 超差|下表面轮廓度 -5.944 超差|内螺柱轮廓度 0.185 超差|外螺柱轮廓度 5.559 超差|,41.29,,A117WithFin,LeftStation,SPC,-70.992,0.030,-5.944,0.185,5.559,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.534,-71.207,-71.378,-71.561,-71.408,-71.329,-71.467,-71.518,RawDown,-0.177,-0.178,-0.196,-0.177,-0.207,-6.114,-6.113,-6.062,-6.045,-6.100,-0.068,-0.148,-0.158,-0.002,5.353,5.351,5.264,5.205,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.038,3.093,3.261,3.062,3.006,3.080,3.216,3.114,RawDownGT,2.663,2.631,2.774,2.824,2.698,2.775,2.690,3.312,3.415,3.032,2.620,2.481,2.775,2.990,2.694,3.523,3.337,2.446,
20180913-162525,20180913-162605,NG,|上表面轮廓度 -71.078 超差|凸台平面度 0.042 超差|下表面轮廓度 -5.888 超差|内螺柱轮廓度 0.196 超差|外螺柱轮廓度 5.637 超差|,39.83,F6R8342003VK93WDR,A117WithFin,LeftStation,SPC,-71.078,0.042,-5.888,0.196,5.637,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.657,-71.446,-71.451,-71.519,-71.630,-71.561,-71.517,-71.542,RawDown,-0.224,-0.165,-0.233,-0.213,-0.187,-6.096,-6.055,-6.036,-6.096,-6.099,-0.120,0.037,-0.093,-0.130,5.264,5.287,5.348,5.296,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.162,3.332,3.333,3.020,3.228,3.313,3.266,3.138,RawDownGT,2.616,2.644,2.737,2.788,2.718,2.793,2.747,3.338,3.364,3.032,2.568,2.666,2.840,2.862,2.604,3.459,3.421,2.538,
20180913-162618,20180913-162658,NG,|上表面轮廓度 -71.148 超差|凸台平面度 0.088 超差|下表面轮廓度 -6.002 超差|内螺柱轮廓度 0.248 超差|外螺柱轮廓度 5.672 超差|,39.90,F6R8342005DK93WD1,A117WithFin,LeftStation,SPC,-71.148,0.088,-6.002,0.248,5.672,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.478,-71.290,-71.437,-71.544,-71.537,-71.478,-71.529,-71.566,RawDown,-0.300,-0.197,-0.236,-0.165,-0.180,-6.041,-6.043,-6.046,-6.082,-6.060,-0.028,-0.035,-0.083,-0.099,5.374,5.282,5.347,5.341,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.982,3.176,3.320,3.045,3.136,3.229,3.278,3.162,RawDownGT,2.540,2.612,2.734,2.836,2.725,2.848,2.759,3.328,3.378,3.072,2.660,2.594,2.850,2.893,2.715,3.455,3.420,2.582,
20180913-162711,20180913-162751,NG,|上表面轮廓度 -71.122 超差|下表面轮廓度 -6.288 超差|内螺柱轮廓度 0.207 超差|外螺柱轮廓度 5.641 超差|,39.84,F6R8346000SK93WDZ,A117WithFin,LeftStation,SPC,-71.122,0.037,-6.288,0.207,5.641,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.592,-71.463,-71.612,-71.527,-71.567,-71.473,-71.573,-71.560,RawDown,-0.238,-0.242,-0.185,-0.129,-0.223,-6.169,-5.973,-6.005,-6.187,-6.031,-0.170,-0.103,-0.051,-0.059,5.216,5.402,5.389,5.292,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.097,3.349,3.495,3.028,3.166,3.225,3.322,3.156,RawDownGT,2.602,2.566,2.785,2.872,2.682,2.720,2.829,3.369,3.273,3.101,2.518,2.526,2.882,2.933,2.556,3.575,3.462,2.534,
