StartTime,FinishTime,Status,Error,CT,Barcode,ProductType,Description,SPC,K-fin up surface profile,L-fin up surface parallelism,J-pedestal flatness,M-vc down surface profile,O-inner standoff profile,N-outer standoff profile,SPEC,SPEC-K,UpLimit-K,DownLimit-K,SPEC-L,UpLimit-L,DownLimit-L,SPEC-J,UpLimit-J,DownLimit-J,SPEC-M,UpLimit-M,DownLimit-M,SPEC-O,UpLimit-O,DownLimit-O,SPEC-N,UpLimit-N,DownLimit-N,RawUp,up,up,up,up,up,up,up,up,RawDown,ped1,ped1,ped1,ped1,ped1,inner,inner,inner,inner,down,down,down,down,down,outer,outer,outer,outer,RawUpSTATUS,up,up,up,up,up,up,up,up,RawDownSTATUS,ped1,ped1,ped1,ped1,ped1,inner,inner,inner,inner,down,down,down,down,down,outer,outer,outer,outer,RawUpGT,up,up,up,up,up,up,up,up,RawDownGT,ped1,ped1,ped1,ped1,ped1,inner,inner,inner,inner,down,down,down,down,down,outer,outer,outer,outer,
20180919-144532,20180919-144615,NG,|上表面轮廓度 -10.277 超差|下表面轮廓度 -6.086 超差|外螺柱轮廓度 2.681 超差|,43.15,,A117NoFin,RightStation,SPC,-10.277,0.258,0.011,-6.086,-0.093,2.681,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.569,-10.377,-10.315,-10.465,-10.451,-10.437,-10.388,-10.400,RawDown,-0.017,0.018,-0.005,-0.018,-0.002,-0.112,-0.056,0.059,0.006,-6.123,-6.033,-6.066,-6.126,-6.015,2.647,2.871,2.989,2.765,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,1.894,1.847,1.777,1.782,1.807,1.868,1.814,1.752,RawDownGT,2.541,2.543,2.483,2.502,2.521,2.636,2.621,2.654,2.672,2.466,2.456,2.270,2.309,2.447,0.100,0.100,0.099,0.098,
20180919-144628,20180919-144711,NG,|上表面轮廓度 -10.985 超差|上表面平行度 0.582 超差|下表面轮廓度 -6.472 超差|外螺柱轮廓度 2.415 超差|,43.12,,A117NoFin,RightStation,SPC,-10.985,0.582,0.022,-6.472,-0.085,2.415,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.435,-10.467,-10.541,-10.465,-10.331,-10.254,-10.236,-10.297,RawDown,0.065,0.068,0.137,0.147,0.123,-0.041,-0.023,0.120,0.107,-5.990,-5.978,-6.096,-6.022,-5.866,2.647,2.870,2.989,2.765,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,1.760,1.937,2.003,1.782,1.687,1.685,1.662,1.649,RawDownGT,2.623,2.593,2.624,2.667,2.645,2.707,2.654,2.715,2.773,2.599,2.512,2.239,2.413,2.596,0.099,0.099,0.098,0.098,
20180919-144726,20180919-144809,NG,|上表面轮廓度 -10.234 超差|上表面平行度 0.279 超差|凸台平面度 0.136 超差|下表面轮廓度 -6.039 超差|外螺柱轮廓度 2.644 超差|,43.10,,A117NoFin,RightStation,SPC,-10.234,0.279,0.136,-6.039,-0.087,2.644,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.510,-10.493,-10.562,-10.479,-10.418,-10.428,-10.381,-10.384,RawDown,-0.060,-0.045,-0.098,-0.075,0.055,-0.094,-0.068,-0.011,-0.026,-6.068,-6.029,-6.130,-6.117,-6.037,2.647,2.870,2.989,2.766,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,1.835,1.963,2.024,1.796,1.775,1.859,1.807,1.735,RawDownGT,2.498,2.480,2.390,2.445,2.578,2.653,2.609,2.584,2.640,2.521,2.461,2.205,2.318,2.425,0.100,0.099,0.099,0.099,
20180919-144823,20180919-144906,NG,|上表面平行度 0.262 超差|下表面轮廓度 -6.180 超差|外螺柱轮廓度 2.718 超差|,43.10,,A117NoFin,RightStation,SPC,-10.304,0.262,0.009,-6.180,-0.072,2.718,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.502,-10.644,-10.348,-10.572,-10.438,-10.480,-10.381,-10.421,RawDown,-0.062,-0.052,-0.055,-0.063,-0.050,-0.125,-0.117,-0.029,-0.022,-6.053,-6.053,-6.072,-6.254,-6.046,2.647,2.870,2.989,2.765,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,1.827,2.114,1.810,1.889,1.795,1.911,1.807,1.773,RawDownGT,2.496,2.473,2.433,2.458,2.473,2.623,2.560,2.566,2.643,2.536,2.436,2.264,2.181,2.416,0.099,0.099,0.099,0.099,
20180919-144939,20180919-145022,NG,|下表面轮廓度 -6.170 超差|外螺柱轮廓度 2.792 超差|,43.13,,A117NoFin,RightStation,SPC,-10.331,0.231,0.013,-6.170,0.119,2.792,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.577,-10.383,-10.429,-10.482,-10.465,-10.397,-10.360,-10.390,RawDown,-0.123,-0.072,-0.045,-0.095,-0.070,-0.150,-0.091,0.089,0.014,-6.120,-6.013,-6.076,-6.085,-5.954,2.647,2.870,2.989,2.766,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,1.902,1.853,1.891,1.798,1.821,1.828,1.786,1.741,RawDownGT,2.436,2.454,2.442,2.425,2.453,2.597,2.586,2.684,2.680,2.469,2.476,2.259,2.350,2.508,0.099,0.099,0.099,0.099,
20180919-145029,20180919-145112,NG,|下表面轮廓度 -6.159 超差|内螺柱轮廓度 -0.202 超差|外螺柱轮廓度 2.544 超差|,43.13,,A117NoFin,RightStation,SPC,-10.351,0.230,0.012,-6.159,-0.202,2.544,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.477,-10.406,-10.342,-10.432,-10.353,-10.311,-10.289,-10.364,RawDown,0.076,0.067,0.060,0.087,0.079,-0.112,-0.097,0.030,0.026,-6.047,-6.027,-6.010,-6.050,-5.941,2.647,2.870,2.989,2.765,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,1.802,1.876,1.804,1.749,1.709,1.742,1.715,1.715,RawDownGT,2.634,2.592,2.547,2.607,2.602,2.636,2.580,2.625,2.692,2.542,2.462,2.326,2.385,2.521,0.099,0.099,0.099,0.099,
20180919-145125,20180919-145209,NG,|上表面轮廓度 -10.272 超差|下表面轮廓度 -6.176 超差|外螺柱轮廓度 2.724 超差|,43.18,,A117NoFin,RightStation,SPC,-10.272,0.249,0.004,-6.176,-0.085,2.724,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.422,-10.608,-10.265,-10.462,-10.453,-10.475,-10.349,-10.410,RawDown,-0.047,-0.017,-0.023,-0.045,-0.034,-0.085,-0.089,-0.052,-0.095,-6.074,-6.050,-6.046,-6.253,-6.056,2.647,2.870,2.989,2.764,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,1.747,2.078,1.727,1.778,1.809,1.906,1.775,1.761,RawDownGT,2.511,2.508,2.464,2.476,2.489,2.663,2.588,2.543,2.570,2.515,2.439,2.290,2.182,2.406,0.099,0.099,0.099,0.098,
20180919-145222,20180919-145305,NG,|下表面轮廓度 -6.217 超差|内螺柱轮廓度 -0.151 超差|外螺柱轮廓度 2.579 超差|,43.15,,A117NoFin,RightStation,SPC,-10.624,0.194,0.016,-6.217,-0.151,2.579,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.443,-10.407,-10.362,-10.459,-10.340,-10.310,-10.271,-10.294,RawDown,0.110,0.108,0.147,0.121,0.131,-0.038,-0.042,0.053,0.024,-5.975,-5.972,-5.982,-6.020,-5.894,2.646,2.870,2.989,2.765,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,1.768,1.877,1.824,1.775,1.697,1.741,1.697,1.645,RawDownGT,2.668,2.633,2.634,2.642,2.653,2.710,2.635,2.648,2.689,2.614,2.518,2.353,2.415,2.568,0.099,0.099,0.099,0.099,
20180919-145321,20180919-145404,NG,|凸台平面度 0.053 超差|下表面轮廓度 -6.052 超差|外螺柱轮廓度 2.733 超差|,43.13,,A117NoFin,RightStation,SPC,-10.335,0.158,0.053,-6.052,0.014,2.733,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.422,-10.447,-10.440,-10.435,-10.395,-10.406,-10.360,-10.393,RawDown,-0.071,-0.046,-0.043,-0.044,-0.004,-0.058,-0.043,-0.019,-0.051,-6.052,-6.035,-6.017,-6.040,-5.999,2.647,2.870,2.989,2.765,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,1.747,1.917,1.902,1.751,1.751,1.837,1.786,1.744,RawDownGT,2.488,2.480,2.445,2.477,2.519,2.689,2.634,2.576,2.614,2.537,2.454,2.318,2.395,2.463,0.099,0.099,0.098,0.098,
20180919-145420,20180919-145503,NG,|上表面轮廓度 -9.949 超差|上表面平行度 0.542 超差|下表面轮廓度 -6.040 超差|外螺柱轮廓度 2.609 超差|,43.17,,A117NoFin,RightStation,SPC,-9.949,0.542,0.024,-6.040,0.131,2.609,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.453,-10.341,-10.316,-10.443,-10.443,-10.369,-10.325,-10.449,RawDown,-0.041,-0.038,-0.117,-0.080,-0.084,-0.101,-0.070,-0.022,-0.048,-6.062,-6.062,-6.054,-6.103,-6.038,2.646,2.870,2.989,2.765,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,1.778,1.811,1.778,1.759,1.799,1.800,1.751,1.801,RawDownGT,2.518,2.488,2.371,2.440,2.439,2.647,2.607,2.573,2.617,2.527,2.427,2.282,2.332,2.424,0.099,0.099,0.099,0.099,
20180919-145617,20180919-145700,NG,|下表面轮廓度 -6.084 超差|外螺柱轮廓度 2.689 超差|,43.13,,A117NoFin,RightStation,SPC,-10.303,0.241,0.012,-6.084,-0.096,2.689,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.585,-10.382,-10.315,-10.466,-10.451,-10.431,-10.386,-10.401,RawDown,-0.018,0.022,0.003,-0.013,0.004,-0.117,-0.059,0.072,0.013,-6.124,-6.028,-6.057,-6.122,-6.005,2.647,2.870,2.989,2.765,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,1.910,1.852,1.777,1.783,1.807,1.862,1.812,1.752,RawDownGT,2.541,2.547,2.491,2.508,2.526,2.630,2.618,2.667,2.679,2.465,2.461,2.279,2.313,2.457,0.099,0.099,0.099,0.099,
20180919-145717,20180919-145800,NG,|上表面轮廓度 -10.991 超差|上表面平行度 0.583 超差|下表面轮廓度 -6.477 超差|外螺柱轮廓度 2.404 超差|,43.12,,A117NoFin,RightStation,SPC,-10.991,0.583,0.023,-6.477,-0.088,2.404,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.432,-10.469,-10.537,-10.465,-10.331,-10.252,-10.237,-10.301,RawDown,0.066,0.069,0.140,0.150,0.126,-0.041,-0.025,0.121,0.108,-5.991,-5.977,-6.093,-6.019,-5.863,2.646,2.870,2.989,2.765,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,1.757,1.939,1.999,1.781,1.688,1.683,1.663,1.653,RawDownGT,2.625,2.595,2.627,2.671,2.648,2.707,2.652,2.716,2.774,2.598,2.512,2.243,2.416,2.599,0.099,0.099,0.098,0.098,
20180919-145825,20180919-145908,NG,|上表面轮廓度 -10.251 超差|上表面平行度 0.265 超差|凸台平面度 0.135 超差|下表面轮廓度 -6.038 超差|外螺柱轮廓度 2.758 超差|,43.12,,A117NoFin,RightStation,SPC,-10.251,0.265,0.135,-6.038,-0.086,2.758,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.626,-10.476,-10.450,-10.498,-10.484,-10.423,-10.325,-10.397,RawDown,-0.118,-0.075,-0.103,-0.108,0.024,-0.180,-0.102,0.009,-0.060,-6.149,-6.030,-6.040,-6.105,-6.031,2.647,2.869,2.989,2.765,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,1.951,1.946,1.912,1.814,1.841,1.854,1.751,1.749,RawDownGT,2.441,2.450,2.384,2.412,2.547,2.568,2.575,2.604,2.605,2.440,2.459,2.295,2.330,2.431,0.099,0.098,0.098,0.098,
20180919-145921,20180919-150004,NG,|下表面轮廓度 -6.169 超差|外螺柱轮廓度 2.705 超差|,43.10,,A117NoFin,RightStation,SPC,-10.318,0.236,0.009,-6.169,-0.102,2.705,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.496,-10.636,-10.349,-10.542,-10.433,-10.473,-10.377,-10.407,RawDown,-0.045,-0.031,-0.036,-0.049,-0.031,-0.116,-0.120,-0.034,-0.035,-6.043,-6.029,-6.062,-6.244,-6.030,2.647,2.870,2.989,2.765,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,1.821,2.106,1.811,1.858,1.790,1.904,1.803,1.759,RawDownGT,2.513,2.495,2.452,2.471,2.491,2.632,2.557,2.561,2.631,2.546,2.461,2.274,2.191,2.432,0.099,0.099,0.099,0.099,
